Year,Quarter,Company_ID,Revenue,Expenses,Net_Income,Assets,Liabilities,Equity,Cash_Flow
2019,4,CMP_013,82573.23268510302,69422.52923652962,6582.386576308039,266296.9425436291,158494.94662864413,107801.99591498496,13091.561092112765
2020,1,CMP_013,81901.49653551757,75512.53317249547,-13180.498541576788,183108.83163645896,125118.350515642,57990.48112081694,-16815.321438339033
2020,2,CMP_013,82957.94149873761,72947.70050830083,-2073.9734744952348,257806.08566169368,131973.50457215236,125832.58108954132,-2247.918026621068
2020,3,CMP_013,77960.43651902782,72215.16444230435,-2380.483108408909,259031.9641813493,172127.3776071942,86904.58657415511,-1324.1339512337108
2020,4,CMP_013,82816.11457247175,67778.17878889182,816.3714862359975,315161.03835484706,215859.03209590173,99302.00625894532,5620.415774264395
2021,1,CMP_013,82468.69368023105,68366.43627101631,1826.4274448752624,207209.7119476856,105970.3504712242,101239.36147646136,1188.3066082029743
2021,2,CMP_013,85810.03022614024,76177.20036617292,-3054.290701825441,293833.80432950525,137830.02541914873,156003.77891035652,1718.0466011187546
2021,3,CMP_013,82845.35525423162,72779.16150904553,-226.96651237892365,189394.5365887867,126866.58772983705,62527.94885894966,-3666.779698102719
2021,4,CMP_013,78281.60827888842,73306.19002908976,-9421.539579012177,240806.680554077,136025.5181854343,104781.16236864268,-12678.827953833812
2022,1,CMP_013,85044.80941577272,75042.62519577525,-917.2518285930164,233442.71867769613,112588.09857168225,120854.62010601388,-3261.6302126944206
2022,2,CMP_013,77297.41794817569,80520.90836302585,-21380.81392041808,288744.1012655237,138721.45236423786,150022.64890128584,-26150.32015939723
2022,3,CMP_013,86468.79567048607,70381.04989634863,1626.0497775634594,274549.1089805913,121191.34185534128,153357.76712525007,3862.821833280224
2022,4,CMP_013,85627.20265164394,71097.27551167776,6230.060236512221,172763.9843369804,101317.62108613488,71446.36325084555,6396.634562939871
2023,1,CMP_013,90676.05693671848,76309.46268855126,8407.924433930093,211455.560208152,88891.88094425797,122563.679263894,11498.61420435224
2023,2,CMP_013,88012.95554914715,64983.35948826428,15265.853943466374,194763.44490685876,133938.08933905888,60825.35556779985,13260.58357280672
2023,3,CMP_013,88476.67370639401,76864.95229315605,-8074.8295005461405,302935.8118515239,150649.19110789022,152286.62074363366,-214.91214754284735
2023,4,CMP_013,85427.83029138614,73255.8922613408,-1606.3669108189952,218846.15774938828,145333.2561463196,73512.90160306869,-2044.7168006764423
2024,1,CMP_013,80658.36863437464,70685.75811356457,-5387.409710770769,297272.4260235628,146441.08774419167,150831.33827937106,-2416.5328136942026
2024,2,CMP_013,82202.30010544612,77383.8810970281,-4590.421926154555,206149.05307964663,112966.90149443936,93182.15158520728,-1556.2001980395771
2024,3,CMP_013,86514.79668849369,66682.82016070209,8519.325701991576,340739.4721428271,109865.33255188155,230874.1395909456,12390.778085476735
2024,4,CMP_013,76842.61146951668,71513.41300205843,-12136.346231632037,255271.2012260838,116892.51304584982,138378.688180234,-5973.781273889752
2015,1,CMP_014,487355.7190245168,378827.0080827111,99736.57727233096,1714296.7080671578,899059.302891436,815237.4051757217,99239.95908604584
2015,2,CMP_014,498427.7642353378,403109.2988616151,76555.6958454791,1541659.461994303,774508.4776675157,767150.9843267872,74890.99113363383
2015,3,CMP_014,448971.72573180526,403172.7644255828,30205.7665167465,928447.7769920998,591405.5348987884,337042.2420933114,32194.92578069627
2015,4,CMP_014,472922.852905661,361647.8276639055,98919.65471427773,1676742.4366213896,615958.2411335701,1060784.1954878196,105432.09221691731
2016,1,CMP_014,434424.9590932629,411655.6367470967,16541.399757421717,1130205.326635608,440541.7710760369,689663.5555595711,19821.885395019468
2016,2,CMP_014,414836.98530885833,429483.3225540187,-21224.96571632515,1467652.1579142008,844561.7858590157,623090.3720551851,-15100.05357418038
2016,3,CMP_014,442123.1592519084,365746.9223089405,61865.08102483944,905567.1236605396,596864.2093466606,308702.914313879,64656.72628815592
2016,4,CMP_014,479735.094235247,413691.7454333448,53418.14117829211,1353348.6667694242,874874.2768970156,478474.3898724086,59554.44885636309
2017,1,CMP_014,456770.2979758271,395030.2877133644,56526.58690652517,1628011.5739987446,1017374.4240968046,610637.14990194,53956.92315199177
2017,2,CMP_014,419869.9560642689,375462.6487235289,30070.02426014655,1016538.0367937654,442698.7624076388,573839.2743861265,33495.245100615706
2017,3,CMP_014,466671.8450802913,409622.1905977413,40883.433772016535,1712105.0044139577,754445.9003556671,957659.1040582906,36826.57050373385
2017,4,CMP_014,453840.3399755214,418011.1466468294,30169.61870437017,1667040.690235437,665978.2656024188,1001062.424633018,31653.024836735807
2018,1,CMP_014,471916.604095129,423937.31570730096,41320.49322836872,1536308.2098820382,575652.4030413477,960655.8068406904,43973.73223954479
2018,2,CMP_014,487280.2379866341,409846.95797188015,58907.1548741443,1294712.4163303042,881673.915437134,413038.5008931703,54280.29310436338
2018,3,CMP_014,439176.0599563247,402192.0261934066,29902.395501228624,1141884.528582115,471211.4442495456,670673.0843325693,33965.98815621076
2018,4,CMP_014,418584.12640762073,398596.1271730304,13010.449967537676,1393336.202568536,537299.6753747211,856036.5271938149,14503.21656947274
2019,1,CMP_014,438906.7961866887,442893.04724978446,-14328.929078022127,1709179.9142760793,924945.8265336785,784234.0877424008,-10642.841162732211
2019,2,CMP_014,458300.6152134536,428778.5020292197,10768.990750376608,1696447.941949264,855022.913422323,841425.0285269412,16554.248068055633
2019,3,CMP_014,457761.2073307203,397880.648988376,49467.55931264224,931514.879474094,351133.8229834012,580381.0564906928,55754.63953844832
2019,4,CMP_014,470341.5465003709,368989.8078630917,90642.93071381268,958131.0671243604,565183.9923363779,392947.0747879826,90889.51756723886
2020,1,CMP_014,483993.4771096446,396418.79175916297,68016.39762720514,1378967.2099262185,874156.3653251373,504810.844601081,63816.632545453045
2020,2,CMP_014,497617.6349351365,378798.8228520036,99690.23749055804,1522798.0381520272,963214.8773743015,559583.1607777255,100165.92289269976
2020,3,CMP_014,445642.9841588113,418007.12588515575,14460.732037796415,1090842.4307081166,520949.9971840384,569892.4335240782,16723.928024193276
2020,4,CMP_014,458659.0012037961,370062.0710523547,73515.66429235048,946782.0328815388,334554.60949093604,612227.4233906028,78811.24778394014
2021,1,CMP_014,455656.299513796,396380.0970006652,46143.13668234106,1721638.730167749,981747.1787082443,739891.5514595046,44888.342502048734
2021,2,CMP_014,478074.05085240415,409932.1631930005,50533.84946016571,1800779.022973272,655767.2771017669,1145011.7458715052,50627.446578288254
2021,3,CMP_014,495906.3025347262,407283.2851677763,81964.32956092004,1823286.6228404248,952126.8225226216,871159.8003178035,87313.86474304591
2021,4,CMP_014,453211.3400098031,389725.1573178772,56659.68702793242,1690651.2537510016,890169.5572993151,800481.6964516864,62340.505033300826
2022,1,CMP_014,439873.5697344223,398846.7672582529,24711.16314329578,1122623.4507043806,536005.8378833035,586617.6128210771,21016.666619669093
2022,2,CMP_014,458951.68873172667,412183.099534704,34676.522235331795,1743795.7673151945,757616.250571802,986179.5167433925,34091.348398800335
2022,3,CMP_014,479496.88058194827,394588.4119233039,76323.66984230926,1157038.59792977,795959.6120183078,361078.9859114624,71698.73153506815
2022,4,CMP_014,431635.8023209312,391273.4267679595,33186.0338533846,1466851.62782907,453252.6524845452,1013598.9753445248,41032.67952306605
2023,1,CMP_014,446144.3447858926,371761.46479362337,61868.7996160208,1740985.7139836634,1053023.6954055922,687962.0185780711,63308.617120086376
2023,2,CMP_014,472604.03498495615,375365.6925817378,90500.63511425824,1492217.0038167385,665102.010412042,827114.9934046962,86705.38183343691
2023,3,CMP_014,426764.6004004319,447398.48755646,-40400.89775241737,1328907.5212020394,750098.0907810001,578809.4304210393,-40409.33956167966
2023,4,CMP_014,472250.3760812229,414902.7371656756,51448.73919209052,962242.5622806536,663537.6089057678,298704.95337488595,49349.47908457289
2024,1,CMP_014,496159.4707534906,394409.30593659903,87875.29383403648,1300436.7042518884,907408.8414966116,393027.8627552768,83449.9058366314
2024,2,CMP_014,476744.1010047653,405814.6242303543,59216.84228911589,1584862.3569491687,923457.2621218592,661405.0948273096,67612.2916604054
2024,3,CMP_014,449317.2908350404,404465.2180515108,28870.597236189205,1563034.967025516,881392.3033438384,681642.6636816777,27297.14167615733
2024,4,CMP_014,468106.61784467264,416465.9785044662,44234.87733255139,1606033.5068632066,932976.0980438543,673057.4088193523,53739.14821755911
2015,1,CMP_015,437073.2156776565,290323.3762489289,139278.7238532785,910992.0679236006,438753.9392953965,472238.1286282041,146296.87235693293
2015,2,CMP_015,428245.8197758717,290422.89656270074,124844.55884828446,1673696.5241110197,1106210.3405085609,567486.1836024588,131698.22598680167
2015,3,CMP_015,448599.2058407482,307204.6137573394,129578.44581418682,1322614.1671417796,644305.0040269756,678309.163114804,125077.26492237597
2015,4,CMP_015,409596.3434877689,268839.7812229697,129095.59489349124,871886.189348274,539069.4557901025,332816.73355817155,127707.64757581052
2016,1,CMP_015,399520.9568380492,299447.3632205762,81279.54232615142,1530110.851349948,1064457.8249570215,465653.02639292623,89390.39077323611
2016,2,CMP_015,464161.5844794187,275807.29120388825,171470.9580668715,1314570.808537108,443500.3644564427,871070.4440806655,173736.10160095338
2016,3,CMP_015,444879.9438400781,300433.61682698736,126751.09531509435,1493429.538902131,1017931.0146510644,475498.5242510664,129416.16676826317
2016,4,CMP_015,396743.0086981876,294658.3525415259,90371.52262466756,1521129.9234224842,741015.347385812,780114.5760366722,89497.12650877857
2017,1,CMP_015,434342.651136284,290623.3465488221,133965.1252579281,1437071.5869732313,477126.4889092016,959945.0980640296,132600.0724297342
2017,2,CMP_015,387550.12974540255,283177.8285311701,88135.5675288444,1213166.1970472422,581296.5149203056,631869.6821269366,87774.60071072725
2017,3,CMP_015,462381.655155402,287918.2250519392,168030.3869889193,1290992.095761034,895040.3978125467,395951.6979484872,175157.2913310765
2017,4,CMP_015,421098.6231402246,293305.2667823454,116772.39961318875,1315111.717085926,729601.6858242957,585510.0312616304,126359.66804733116
2018,1,CMP_015,438200.48188736377,285159.7809114762,147232.76925906114,937462.3293045058,446427.7148812162,491034.61442328966,146021.08747019022
2018,2,CMP_015,446587.4752798595,299502.1136393108,137629.15339237876,1274161.2750581026,477022.2541497818,797139.0209083208,134294.94005805042
2018,3,CMP_015,438041.28876790695,289760.37033488223,139240.56466031732,1742593.4846228743,989976.8988448896,752616.5857779848,141193.2368656956
2018,4,CMP_015,399158.782580464,290147.07423493336,103788.0543832085,901622.2535232948,361249.178079934,540373.0754433607,105231.29123601865
2019,1,CMP_015,450450.6386337429,270401.12743109633,162136.68578199486,1579472.2262823756,823473.6568476327,755998.5694347429,162571.08075674216
2019,2,CMP_015,421278.84911145805,296040.88418747,107926.22818639448,892271.411504676,591080.468029116,301190.94347555994,105760.10418898136
2019,3,CMP_015,388257.8515368658,307410.1383792549,72358.79360315322,1255537.200778694,632289.630916792,623247.5698619022,82232.760236103
2019,4,CMP_015,409170.3596869048,303567.5970833912,85944.94651652733,909433.7612883552,349995.72807630093,559438.0332120544,88041.36458801795
2020,1,CMP_015,449905.9027850084,302738.0440745022,130525.7676551334,1381277.4824719713,855004.6717154243,526272.810756547,134462.88064098294
2020,2,CMP_015,451913.9724510156,313893.7520363162,123998.15390148124,1510877.5863086504,688455.3144824425,822422.271826208,126315.35612859522
2020,3,CMP_015,436555.26003766217,288679.2198837404,135510.02090911815,1396257.0705504946,472308.36651148426,923948.7040390105,136253.76701906475
2020,4,CMP_015,402526.5111006308,287352.8269157484,107351.0644940886,811738.8596464995,558494.9599855483,253243.89966095125,108826.60917393488
2021,1,CMP_015,410732.4015315287,288711.52443068643,114195.67400150048,1232603.7434812337,760876.2713964145,471727.472084819,111447.97866425864
2021,2,CMP_015,384742.1859767843,301551.8578071838,66585.7784945141,881284.073685617,427891.52432643255,453392.5493591844,73208.19499433342
2021,3,CMP_015,435014.56670908217,304145.47103049635,116495.35174579464,882839.3482948213,529016.431225663,353822.9170691583,112868.37850803672
2021,4,CMP_015,438159.49531059776,321398.71034377493,102196.38844262889,1142591.653904272,589819.1805654194,552772.4733388526,100043.19010414752
2022,1,CMP_015,436012.1759288723,320011.3461404659,100486.28496973464,1687967.4028295376,955844.4479187776,732122.9549107599,99462.65599864638
2022,2,CMP_015,411749.7444341263,298547.0601237803,94504.00001802124,1014525.3906537488,353516.8807790425,661008.5098747063,89595.31298265509
2022,3,CMP_015,408892.91684518737,285255.95216387894,107203.50283667588,1627483.5886270306,994582.28959024,632901.2990367905,106642.557351749
2022,4,CMP_015,421435.2230556193,296869.41978984734,116269.54876326876,897465.0188206515,534468.2176332314,362996.80118742,114442.47815121996
2023,1,CMP_015,406114.2178955177,309109.62575765635,87413.71534398413,1354459.1615755686,788516.7532767069,565942.4082988617,96468.8608366663
2023,2,CMP_015,432337.2679007743,286347.6871754205,127546.17486573216,1100361.5855696837,733061.273981241,367300.31158844265,134973.6705478962
2023,3,CMP_015,433114.4986086832,303829.8924507948,115033.53494926482,1408401.9283412322,589427.3818094158,818974.5465318165,116260.70250728914
2023,4,CMP_015,409433.2720548287,273861.10842845234,120481.47572907477,1461091.9236091506,828068.9595468056,633022.964062345,128979.66853764204
2024,1,CMP_015,448870.5081248128,287660.33100370714,142606.73124659818,962279.1282798728,532929.4810432404,429349.6472366323,147872.5126154793
2024,2,CMP_015,404426.76167242497,279381.5936602047,114260.85905142892,1237815.0416369585,667842.8128024234,569972.2288345351,123297.87369224822
2024,3,CMP_015,461559.4225773698,300065.76411493693,150198.8508223677,1012270.506804746,319871.8635867638,692398.643217982,152384.2067965053
2024,4,CMP_015,403479.8213620004,290571.76658948464,95078.42924975554,1277379.1464680964,418735.8902403386,858643.2562277578,90793.676413502
2015,1,CMP_016,100053.98904043286,80943.97295196471,10833.66915852226,320762.609347011,167896.570107716,152866.03923929503,11533.779622133536
2015,2,CMP_016,95728.75708248351,94131.39955284496,-14413.602995708065,290048.05401175615,181452.203332224,108595.85067953212,-8581.269305958647
2015,3,CMP_016,93242.23694316426,93345.04648604176,-9850.73179584706,305911.11456613336,145199.4333134138,160711.68125271957,-13464.41528904938
2015,4,CMP_016,103474.45999518782,83328.4060823956,5718.6224614562925,242680.00361017016,97910.72650740322,144769.27710276694,7739.5354033882595
2016,1,CMP_016,98912.96964943327,85829.32714124459,6027.623370081978,232090.11024392024,74678.2540923459,157411.85615157435,10877.477719424654
2016,2,CMP_016,93545.33960896502,89414.9657704368,-3547.619729567503,257464.33493378997,125419.94164249714,132044.3932912928,-2256.7721600416626
2016,3,CMP_016,93577.35903353574,82217.68175612045,3744.326662652218,335301.50982212054,228731.17772455869,106570.33209756186,4948.997985333192
2016,4,CMP_016,97961.29130421582,89115.77196467442,-621.286758898088,206794.467991478,62247.41372656801,144547.05426490994,-4104.020890121659
2017,1,CMP_016,98849.34125272818,82780.90936897862,8465.3780891663,271500.5872254636,126793.2509829262,144707.3362425374,7974.244930880075
2017,2,CMP_016,96138.2156836922,84232.36522179555,-6246.869511875208,293705.0407460329,127375.7987667724,166329.2419792605,-8128.544200300252
2017,3,CMP_016,106452.93711791396,90237.93464891506,-2014.8113924930512,291931.02489485824,96378.6803032359,195552.3445916224,7360.417361971082
2017,4,CMP_016,105953.98314522904,80786.54535257949,5490.587709885294,291382.0779306944,99877.1050692361,191504.97286145823,7897.571145621486
2018,1,CMP_016,102747.7703595396,86395.56226856928,-3589.9943730297528,229444.93836864244,146802.88773153687,82642.05063710557,-1092.6605068009176
2018,2,CMP_016,101178.3429480437,87264.87512299768,7805.411556434014,260211.7352972596,116232.2780357989,143979.45726146072,12131.169334491651
2018,3,CMP_016,97616.50650713804,78337.98032561244,12470.058744195603,218649.29649026907,129081.24423242394,89568.05225784513,16015.84984219789
2018,4,CMP_016,104489.87780733696,87895.05543376709,10807.914979889943,270266.43054328253,180663.2164110646,89603.21413221792,8383.882423417983
2019,1,CMP_016,113534.3460513284,83372.98663200077,15922.788414328978,406377.677140941,253902.81703319043,152474.86010775057,13831.666779125586
2019,2,CMP_016,100036.47755283873,90564.39293341603,-9827.301326071673,335193.15107559244,174158.13948265623,161035.0115929362,-14774.638562411914
2019,3,CMP_016,99003.22343383924,91371.75115850764,-6985.3197004480735,386819.8947409889,245959.35206674656,140860.5426742423,-5595.307542911932
2019,4,CMP_016,104330.53168557987,83401.36047931631,13014.275898156964,411883.4959187906,183147.3455270109,228736.1503917797,17034.91906980437
2020,1,CMP_016,100155.45663188495,86475.87493714379,6134.665475890382,297259.54247409827,172631.98429324015,124627.55818085812,4542.534273623623
2020,2,CMP_016,90496.04441963078,83411.72771173055,-928.7443274746348,321127.12642572494,187869.380835456,133257.74559026898,3595.528408940092
2020,3,CMP_016,103272.44483271855,81384.4856224387,16237.00879793907,220262.8586010301,114697.76242999584,105565.09617103428,12811.096502858312
2020,4,CMP_016,92632.16915481168,77314.18358669188,-4002.005948757717,314335.04478967807,162096.2123251722,152238.83246450586,-1344.2795479279885
2021,1,CMP_016,111896.48011751074,90174.5433014348,8569.594950446426,245961.09287854316,105153.12524918484,140807.9676293583,4338.649937393725
2021,2,CMP_016,100021.1794201585,86239.7493424102,-3955.6194646685326,247180.8067761675,166615.8821459749,80564.9246301926,5367.999169356519
2021,3,CMP_016,106600.59252214256,87080.78767467056,6951.150329079988,408593.3230354674,225230.28284503703,183363.0401904304,14556.193902396237
2021,4,CMP_016,104885.6784182377,84139.83975504586,5004.459895719137,232726.7213380836,94996.17167077464,137730.54966730892,703.9984026429929
2022,1,CMP_016,104845.71850436513,91173.54948156251,3630.9932066690417,245292.20747755552,130570.13034808416,114722.07712947136,5886.199893037039
2022,2,CMP_016,108424.66488530568,85413.44789870993,13108.912392819771,254245.3956655317,137425.57184968464,116819.82381584703,18791.73212251216
2022,3,CMP_016,95493.33030259734,82894.35918729151,-388.75193104197024,212806.59117225956,110597.71419003292,102208.8769822266,-5368.74733868009
2022,4,CMP_016,100199.26899453063,87930.80047312593,-3943.455530821604,223508.30365224372,87410.48123080182,136097.82242144193,-7459.888832765837
2023,1,CMP_016,99584.56685729595,91473.73329840603,-7081.7763150358005,329004.5888705377,103789.83557280712,225214.75329773055,-9330.531887399156
2023,2,CMP_016,86517.18258888644,85033.4859850999,-16533.73092868745,284510.2669909358,87667.950208425,196842.3167825108,-10664.260875196547
2023,3,CMP_016,106121.34684002564,85831.6684416149,11582.50234795636,215970.8333143789,118283.59061973696,97687.2426946419,13451.143452427092
2023,4,CMP_016,102471.9944413395,85375.09768182004,8629.79162937174,387137.4813717626,124651.06110088056,262486.420270882,6278.997017983584
2024,1,CMP_016,98967.82897180262,84595.85596494409,8814.343686113843,225807.3465132473,150595.7196441712,75211.62686907608,10705.924885389522
2024,2,CMP_016,98787.19829182667,85475.58738897339,502.2739252815045,274891.74561183085,188018.0503751824,86873.69523664849,528.0114893587406
2024,3,CMP_016,100136.68638295365,79058.29875517092,6798.077382103138,213409.47645492628,124211.13826950987,89198.33818541639,9951.118846812034
2024,4,CMP_016,92946.22011084767,80316.8867942403,-5515.233027779985,292272.69595398166,110140.9358350625,182131.7601189192,1386.3908428020004
2015,1,CMP_017,480978.4570131055,269075.513213292,194679.93857533185,1854010.9347948583,1077398.6516443489,776612.2831505097,193357.24776690296
2015,2,CMP_017,451610.9943862064,277443.5164859308,158649.02561414815,1013643.5322581824,658583.2906571624,355060.24160102,154543.61938357973
2015,3,CMP_017,468196.5923655914,279584.62736383366,172852.60477969918,1059329.316057647,716353.0332197958,342976.2828378516,181351.00058419068
2015,4,CMP_017,407076.27100639726,265017.71269164706,122961.28550324208,1136484.611817444,667502.1102423002,468982.5015751438,127145.26393419022
2016,1,CMP_017,469463.796400903,272586.5211824264,189482.63220124893,965776.075549194,640846.1251499532,324929.9503992408,196806.50581301263
2016,2,CMP_017,458262.1088691048,254718.73879298603,193904.64231174169,1728333.2831934108,724695.0930844634,1003638.1901089476,200097.4995615013
2016,3,CMP_017,473274.9412054828,296758.0130173544,170791.84462545702,1772201.8666177893,827860.7526494227,944341.1139683664,174188.6474815279
2016,4,CMP_017,468076.7290242343,279330.59379061766,173519.18306435083,1356937.5540872284,538254.3711319778,818683.1829552506,168540.45636635955
2017,1,CMP_017,412537.12317888194,269068.6794454819,125028.2108889757,1535928.748874063,561560.0929335959,974368.655940467,120417.6261642845
2017,2,CMP_017,423154.4551645356,274575.2673969641,142982.10251924023,1492059.025454393,548223.7529576685,943835.2724967244,147454.2060262315
2017,3,CMP_017,426396.8203880763,271455.320406978,138161.52461401653,956880.3171758726,359531.9919921119,597348.3251837607,136334.33238017993
2017,4,CMP_017,459288.4767512276,269788.3819670312,178130.5336883412,1043081.8043820724,486416.75489122525,556665.0494908473,175362.09011185297
2018,1,CMP_017,434286.7271246816,290039.8130425083,137059.027072036,1697921.4448508648,561259.6269305368,1136661.817920328,133496.10740883928
2018,2,CMP_017,464537.19926036784,294354.06253782695,153323.24383185673,1576769.1518472717,1100912.9799410722,475856.17190619954,148528.40859842638
2018,3,CMP_017,469572.2059032314,277459.917725286,174984.58907903926,1779366.5116051324,542085.1474699263,1237281.3641352062,184473.1339570264
2018,4,CMP_017,413352.4469937327,263947.4906425631,141772.2845641871,1031045.4650138548,710905.1115968217,320140.3534170331,142729.5720633309
2019,1,CMP_017,433734.2762713011,284846.3643673604,143466.38664967602,1717252.79496989,1188607.8692057382,528644.9257641518,144138.50670983273
2019,2,CMP_017,410728.6399822506,293571.91140143835,100861.57557049784,1572052.1022468414,995361.5924066214,576690.50984022,99669.73879508264
2019,3,CMP_017,431101.8532344336,262089.68629349172,157817.87349943665,982427.9489613932,494071.99273263226,488355.9562287608,162793.3499249686
2019,4,CMP_017,433490.45210304856,260452.7386341996,166572.15191349006,1318664.5539474303,775575.8861705087,543088.6677769216,172100.8154424692
2020,1,CMP_017,464786.9927160058,272877.2402386447,183714.55621687247,1026016.7515207992,448742.8372164327,577273.9143043665,189903.38800925657
2020,2,CMP_017,469269.344484585,293591.33925226843,159535.20676560063,960033.253565009,656266.1926270799,303767.0609379291,159701.8263569111
2020,3,CMP_017,420892.5344037858,304035.80197104893,108515.12032871364,1391835.564590248,799234.7727910117,592600.7917992363,113792.9794339291
2020,4,CMP_017,478133.2353419997,290102.6638174064,170406.47804971578,1083038.1461415351,610715.7406990636,472322.4054424715,174033.48886577063
2021,1,CMP_017,470065.1291102844,283895.33861193235,166456.02457566955,1815982.5917263392,1080083.3936535427,735899.1980727965,171865.83062295933
2021,2,CMP_017,423545.30451582256,271872.5395630936,139342.4720258368,912755.1330309238,343478.57451043016,569276.5585204936,139157.0624174693
2021,3,CMP_017,482753.9538078423,290306.1341888769,177249.65731061905,1221706.5621633616,527945.8752041078,693760.6869592537,180479.81043786
2021,4,CMP_017,422216.0200365038,277592.330055454,135494.82201438505,1574434.702237646,854807.5761004508,719627.1261371953,130498.43206052858
2022,1,CMP_017,409237.7470059855,282409.02153842687,119933.5519371356,1214655.1814630996,619601.1210042217,595054.0604588778,125462.7794518432
2022,2,CMP_017,459958.15036324685,251308.06981178463,198798.0705305048,1243292.676353925,404477.5453193502,838815.1310345745,208587.49579652603
2022,3,CMP_017,428092.8263981313,290222.32234478585,128141.29635678664,908029.625834473,521870.4924594068,386159.13337506616,131658.6877277804
2022,4,CMP_017,436312.5641482489,289007.65317700966,142073.68659451316,966201.783573606,325639.39951286884,640562.3840607372,147762.75685833415
2023,1,CMP_017,469305.93709700665,251922.1117425545,211224.4229571952,1180651.7215226265,398693.0419264685,781958.679596158,210952.23230950464
2023,2,CMP_017,471485.9606520663,258739.845806854,194421.227624673,1665946.4413040888,1040844.8540314956,625101.5872725933,201620.1621449328
2023,3,CMP_017,449368.9997591378,252794.0546339285,181052.47661672253,1785251.882876349,850855.8627667435,934396.0201096052,183825.2507518692
2023,4,CMP_017,411940.021269869,281457.4090950379,112156.13659766964,1525239.9276737787,721967.4076967603,803272.5199770185,118536.24486797136
2024,1,CMP_017,478414.499772565,271733.0354652276,194580.1473478357,1750314.5415427566,1035966.93324429,714347.6082984665,192721.57313991972
2024,2,CMP_017,454680.4684609957,294309.3030757693,145357.05693932134,1318081.5699437603,758866.3897785952,559215.1801651651,141402.67313635576
2024,3,CMP_017,460478.11576581147,261983.80933252565,192232.65494364052,1087949.4086486965,533441.9679987327,554507.4406499638,197036.1322338571
2024,4,CMP_017,446688.7171302796,278176.29577083257,150208.43541468948,1260415.45804191,565465.6525628375,694949.8054790726,149661.21592888926
2015,1,CMP_018,115299.00853209996,97408.08867247662,10095.917714457237,314508.11428309977,110593.17410700375,203914.940176096,11943.59406528409
2015,2,CMP_018,112078.34763093818,100690.81067779308,-7877.139566511287,434472.7407168364,132498.4953805319,301974.2453363044,-10292.221031400411
2015,3,CMP_018,115449.36956845906,105330.48671149393,-5915.431809433136,409965.1170064878,255625.23783074497,154339.87917574283,-2353.9975381609347
2015,4,CMP_018,114099.73101734792,101737.62007110032,-956.5991267867648,410720.1131683879,223514.89990749853,187205.21326088937,-2585.195561904473
2016,1,CMP_018,117035.93799507534,100298.8853053246,10412.87979522458,467173.8585847357,307829.5613994284,159344.2971853073,5729.089701652635
2016,2,CMP_018,122295.56467609624,106075.19129865662,-2080.522369735212,286041.18306681514,139955.94972115377,146085.23334566137,7488.921041692971
2016,3,CMP_018,117727.42460423142,107395.5398042405,2108.8171922539004,444796.8709690259,310176.5813192941,134620.28964973177,-1591.0043904836384
2016,4,CMP_018,110532.17056691404,105039.52890265168,-2792.933760368496,236958.7387472527,138921.68383142544,98037.05491582726,-1932.395500046856
2017,1,CMP_018,120140.81137259497,104029.55210546176,-246.24011405461533,265135.1924364737,104055.10265921587,161080.08977725782,666.3167046979779
2017,2,CMP_018,124014.36995918944,104994.739762703,13119.941113613708,369056.2584492246,224985.80448450887,144070.4539647157,10387.370486437108
2017,3,CMP_018,109203.95476138084,108438.30582341488,-6130.744469359444,384574.2941958752,246247.594325119,138326.6998707562,-7275.650986022961
2017,4,CMP_018,124859.01990628036,109038.1535547352,5689.44126515379,333445.58112569846,231483.3216582116,101962.25946748687,8516.936992576537
2018,1,CMP_018,112271.36325039656,117443.17488847834,-22697.261057084484,434708.89941582346,302419.4218746028,132289.4775412207,-21749.172643617225
2018,2,CMP_018,122785.7133493803,108215.7184747192,5789.773869475303,339170.3997175185,207252.45639323155,131917.94332428693,8181.007311415368
2018,3,CMP_018,121567.26120182536,111226.78585126076,2572.449589514961,309559.7263661769,143510.21798317513,166049.50838300178,8061.090618197069
2018,4,CMP_018,111291.58238054378,109452.34129821997,-13331.846602504918,374951.231084784,145054.43317707584,229896.79790770815,-3568.100105135564
2019,1,CMP_018,119972.98096867786,99701.02182603964,9195.068042585324,449303.7366620917,229092.3445618156,220211.39210027608,4528.8233214802885
2019,2,CMP_018,111054.08299458778,104509.46544341413,-7220.653703558042,304200.55267267674,134154.69006787537,170045.86260480137,-2191.8274251838466
2019,3,CMP_018,114120.92514127171,109717.40428285905,-15332.40494592885,307107.5692808809,137844.64233480452,169262.9269460764,-11186.43464808004
2019,4,CMP_018,112141.05598862912,106102.92533024975,-2677.8236282330035,416095.78476855234,278028.8751388737,138066.90962967864,5852.215363815518
2020,1,CMP_018,115595.74011115442,103498.07091038449,-1425.748034229975,323303.9847410086,223449.5618738197,99854.42286718888,1187.6557024279143
2020,2,CMP_018,125457.01934748492,101573.58437623765,4739.103150212992,474176.6178053999,241575.8523168577,232600.76548854212,7794.212449121853
2020,3,CMP_018,118692.62452953072,110438.7839353242,-193.0946598723749,246380.8118302133,134848.04423329813,111532.76759691516,-3227.5362793891504
2020,4,CMP_018,119914.4329845136,100580.340065228,7100.8488308798005,356115.0418623937,233683.0447829051,122431.99707948856,6554.226271871233
2021,1,CMP_018,113319.97156009036,95887.78688505552,2182.629885974511,428755.5658857722,182743.7640163122,246011.80186946,414.9142151192818
